"virus","animal","cors","corsCI1","corsCI2","pval","commonName"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Channa.gachua",NA,NA,NA,NA,"Dwarf snakehead"
"European hedgehog papillomavirus","Channa.gachua",NA,NA,NA,NA,"Dwarf snakehead"
"Hedgehog bocavirus","Channa.gachua",NA,NA,NA,NA,"Dwarf snakehead"
"Hedgehog chapparvovirus 6","Channa.gachua",NA,NA,NA,NA,"Dwarf snakehead"
"Hedgehog dicipivirus 2","Channa.gachua",NA,NA,NA,NA,"Dwarf snakehead"
"Lucheng Rn rat coronavirus","Channa.gachua",NA,NA,NA,NA,"Dwarf snakehead"
"Lupine bocavirus isolate South Douro","Channa.gachua",NA,NA,NA,NA,"Dwarf snakehead"
"Marmot kobuvirus","Channa.gachua",NA,NA,NA,NA,"Dwarf snakehead"
"Myocastor coypus polyomavirus 1","Channa.gachua",NA,NA,NA,NA,"Dwarf snakehead"
"Raccoon dog amdovirus","Channa.gachua",NA,NA,NA,NA,"Dwarf snakehead"
"Rodent papillomavirus","Channa.gachua",NA,NA,NA,NA,"Dwarf snakehead"
"Skunk adenovirus PB1","Channa.gachua",NA,NA,NA,NA,"Dwarf snakehead"
"SARS-CoV-2","Channa.gachua",NA,NA,NA,NA,"Dwarf snakehead"
"Human adenovirus type 1","Bubo.bubo",NA,NA,NA,NA,"Eurasian eagle-owl"
"Human astrovirus","Bubo.bubo",NA,NA,NA,NA,"Eurasian eagle-owl"
"Human herpesvirus 1","Bubo.bubo",-0.0300301166835878,-0.263147292822323,0.206400327051988,0.805077182036958,"Eurasian eagle-owl"
"Human herpesvirus 4","Bubo.bubo",-0.0206277737238164,-0.254368871771891,0.215390242499781,0.865407435549314,"Eurasian eagle-owl"
"Human orthopneumovirus B","Bubo.bubo",NA,NA,NA,NA,"Eurasian eagle-owl"
"Human papillomavirus 1","Bubo.bubo",NA,NA,NA,NA,"Eurasian eagle-owl"
"Human papillomavirus type 41","Bubo.bubo",-0.037309189418721,-0.269916932933092,0.199413024472699,0.759119415809644,"Eurasian eagle-owl"
"Influenza A virus H3N2","Bubo.bubo",NA,NA,NA,NA,"Eurasian eagle-owl"
"Influenza A virus H5N1","Bubo.bubo",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Eurasian eagle-owl"
"Influenza A virus H7N9, segment 1","Bubo.bubo",-0.0251664838282558,-0.258611215850788,0.211055608832752,0.836166532674928,"Eurasian eagle-owl"
"Influenza A virus H7N9, segment 2","Bubo.bubo",-0.0202683934085964,-0.254032573282703,0.215733066894714,0.867731019400472,"Eurasian eagle-owl"
"Influenza A virus H7N9, segment 3","Bubo.bubo",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Eurasian eagle-owl"
"Influenza A virus H7N9, segment 5","Bubo.bubo",-0.0206103336524208,-0.254352553124366,0.215406880485764,0.865520168741156,"Eurasian eagle-owl"
"Influenza A virus H9N2 (HA)","Bubo.bubo",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Eurasian eagle-owl"
"Influenza A virus H9N2 segment 5","Bubo.bubo",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Eurasian eagle-owl"
"Parvovirus NIH-CQV","Bubo.bubo",NA,NA,NA,NA,"Eurasian eagle-owl"
"Bamboo rat circovirus","Bubo.bubo",-0.0324763648494007,-0.265424902001045,0.204054819974711,0.7895502322385,"Eurasian eagle-owl"
"Bamboo rat coronavirus","Bubo.bubo",-0.0697210695097951,-0.299783840412712,0.168005322897221,0.566290139982342,"Eurasian eagle-owl"
"Betacoronavirus HKU24","Bubo.bubo",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Eurasian eagle-owl"
"Cadicivirus B","Bubo.bubo",-0.0446308913776257,-0.276703099955178,0.192360433398196,0.713717300371961,"Eurasian eagle-owl"
"Canine coronavirus HeB-G1","Bubo.bubo",-0.0466186004194482,-0.278541434638306,0.190441548445139,0.701553133401562,"Eurasian eagle-owl"
"Canine coronavirus SD-F3","Bubo.bubo",-0.0388618593733928,-0.271357968321632,0.197919469348773,0.749417196496098,"Eurasian eagle-owl"
"Canine kobuvirus JX-MO1","Bubo.bubo",-0.111864243146636,-0.337955051699385,0.126433096626155,0.356544429049204,"Eurasian eagle-owl"
"Canine kobuvirus SMCD-59","Bubo.bubo",0.0393546246556535,-0.197445235183612,0.271815086750092,0.746346044908831,"Eurasian eagle-owl"
"Canine parvovirus","Bubo.bubo",0.161151386006406,-0.0767280498649936,0.381672835511696,0.182616528685622,"Eurasian eagle-owl"
"Civet astrovirus","Bubo.bubo",-0.0278438575625063,-0.261109548288571,0.208494255113752,0.819018006282742,"Eurasian eagle-owl"
"Civet kobuvirus","Bubo.bubo",-0.051254745792049,-0.28282258412288,0.1859588778972,0.673474857296104,"Eurasian eagle-owl"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Bubo.bubo",-0.026349694700035,-0.259715688310896,0.209924070534663,0.828578197560097,"Eurasian eagle-owl"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Bubo.bubo",-0.0302858211924189,-0.263385491299937,0.206155280035251,0.803450526694133,"Eurasian eagle-owl"
"European hedgehog papillomavirus","Bubo.bubo",-0.0667689192884137,-0.297082032391072,0.170886128264184,0.582879317932199,"Eurasian eagle-owl"
"Hedgehog bocavirus","Bubo.bubo",-0.093341845204384,-0.321269492408309,0.144808242431708,0.442147158869574,"Eurasian eagle-owl"
"Hedgehog chapparvovirus 6","Bubo.bubo",-0.0578468811731279,-0.288894105576453,0.179567920016846,0.63431238243517,"Eurasian eagle-owl"
"Hedgehog dicipivirus 2","Bubo.bubo",-0.0458575018831178,-0.277837732617626,0.191176508149918,0.706202189536606,"Eurasian eagle-owl"
"Lucheng Rn rat coronavirus","Bubo.bubo",-0.0204644021538573,-0.254216000032698,0.215546095086191,0.866463579370138,"Eurasian eagle-owl"
"Lupine bocavirus isolate South Douro","Bubo.bubo",0.174321528207604,-0.0632429915693982,0.39319007903721,0.148937589726311,"Eurasian eagle-owl"
"Marmot kobuvirus","Bubo.bubo",-0.0535916282742711,-0.284977036591075,0.183695606108291,0.659485786132895,"Eurasian eagle-owl"
"Myocastor coypus polyomavirus 1","Bubo.bubo",-0.0390657408462381,-0.271547113642066,0.197723268561963,0.748146034225667,"Eurasian eagle-owl"
"Raccoon dog amdovirus","Bubo.bubo",0.125137975488579,-0.113163526119402,0.349825662722257,0.30198217855815,"Eurasian eagle-owl"
"Rodent papillomavirus","Bubo.bubo",-0.0456178282489417,-0.277616081868025,0.191407895524148,0.707668431670128,"Eurasian eagle-owl"
"Skunk adenovirus PB1","Bubo.bubo",-0.0152798192217445,-0.249358553769277,0.220485826062528,0.900091639540737,"Eurasian eagle-owl"
"SARS-CoV-2","Bubo.bubo",-0.0343769293496618,-0.267192652841844,0.202230647857713,0.777542689454693,"Eurasian eagle-owl"
"Human adenovirus type 1","Rhizomys.sumatrensis",NA,NA,NA,NA,"Large bamboo rat"
"Human astrovirus","Rhizomys.sumatrensis",NA,NA,NA,NA,"Large bamboo rat"
"Human herpesvirus 1","Rhizomys.sumatrensis",-0.0419160242026053,-0.274189504964705,0.194978373937928,0.730446536425287,"Large bamboo rat"
"Human herpesvirus 4","Rhizomys.sumatrensis",-0.0287922378645267,-0.261993759634721,0.20758619323126,0.81296345412187,"Large bamboo rat"
"Human orthopneumovirus B","Rhizomys.sumatrensis",NA,NA,NA,NA,"Large bamboo rat"
"Human papillomavirus 1","Rhizomys.sumatrensis",NA,NA,NA,NA,"Large bamboo rat"
"Human papillomavirus type 41","Rhizomys.sumatrensis",0.197625601696521,-0.0391672237340395,0.413402500077801,0.101025860486908,"Large bamboo rat"
"Influenza A virus H3N2","Rhizomys.sumatrensis",NA,NA,NA,NA,"Large bamboo rat"
"Influenza A virus H5N1","Rhizomys.sumatrensis",-0.0202289793953402,-0.253995687263244,0.215770661644509,0.867985920212149,"Large bamboo rat"
"Influenza A virus H7N9, segment 1","Rhizomys.sumatrensis",-0.0351273675142316,-0.267890218279585,0.2015099208313,0.77281560729871,"Large bamboo rat"
"Influenza A virus H7N9, segment 2","Rhizomys.sumatrensis",-0.0282906149721011,-0.261526126135578,0.208066541425176,0.816164525849295,"Large bamboo rat"
"Influenza A virus H7N9, segment 3","Rhizomys.sumatrensis",-0.0202289793953402,-0.253995687263244,0.215770661644509,0.867985920212149,"Large bamboo rat"
"Influenza A virus H7N9, segment 5","Rhizomys.sumatrensis",-0.0287678950202276,-0.261971068761642,0.207609506285252,0.813118726232195,"Large bamboo rat"
"Influenza A virus H9N2 (HA)","Rhizomys.sumatrensis",-0.0202289793953402,-0.253995687263244,0.215770661644509,0.867985920212149,"Large bamboo rat"
"Influenza A virus H9N2 segment 5","Rhizomys.sumatrensis",-0.0202289793953402,-0.253995687263244,0.215770661644509,0.867985920212149,"Large bamboo rat"
"Parvovirus NIH-CQV","Rhizomys.sumatrensis",NA,NA,NA,NA,"Large bamboo rat"
"Bamboo rat circovirus","Rhizomys.sumatrensis",0.835794085854979,0.747651208493357,0.894999288806553,2.2520864195136e-19,"Large bamboo rat"
"Bamboo rat coronavirus","Rhizomys.sumatrensis",0.509575735861139,0.31195419199799,0.664932674041343,6.62496023632486e-06,"Large bamboo rat"
"Betacoronavirus HKU24","Rhizomys.sumatrensis",-0.0202289793953402,-0.253995687263244,0.215770661644509,0.867985920212149,"Large bamboo rat"
"Cadicivirus B","Rhizomys.sumatrensis",-0.0622957793630824,-0.292981174876378,0.175243436416581,0.608428961326818,"Large bamboo rat"
"Canine coronavirus HeB-G1","Rhizomys.sumatrensis",0.149581404021731,-0.088503309310738,0.371498105359684,0.216487912293074,"Large bamboo rat"
"Canine coronavirus SD-F3","Rhizomys.sumatrensis",0.00313063471160301,-0.232014060635374,0.237929631100521,0.97947971059398,"Large bamboo rat"
"Canine kobuvirus JX-MO1","Rhizomys.sumatrensis",0.0879872597380433,-0.150089827121487,0.316419398844483,0.4688780285055,"Large bamboo rat"
"Canine kobuvirus SMCD-59","Rhizomys.sumatrensis",0.112144602040716,-0.126153704491179,0.33820652063427,0.355332760887956,"Large bamboo rat"
"Canine parvovirus","Rhizomys.sumatrensis",0.0913340529676553,-0.146790253372177,0.31945226806417,0.452069041579352,"Large bamboo rat"
"Civet astrovirus","Rhizomys.sumatrensis",-0.0388644446433923,-0.27136036684581,0.197916981590626,0.749401073653444,"Large bamboo rat"
"Civet kobuvirus","Rhizomys.sumatrensis",-0.0715413525613126,-0.301447926269876,0.166227004786474,0.556173004266368,"Large bamboo rat"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Rhizomys.sumatrensis",-0.0367788927500754,-0.269424524949169,0.19992287930224,0.762441695053837,"Large bamboo rat"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Rhizomys.sumatrensis",-0.0422729364481956,-0.274520138085831,0.194634396835315,0.728239844669685,"Large bamboo rat"
"European hedgehog papillomavirus","Rhizomys.sumatrensis",0.167188209014606,-0.0705576623645525,0.386960530417159,0.166551714218337,"Large bamboo rat"
"Hedgehog bocavirus","Rhizomys.sumatrensis",-0.00517874574267967,-0.239860887720392,0.230075247755909,0.966061363908541,"Large bamboo rat"
"Hedgehog chapparvovirus 6","Rhizomys.sumatrensis",0.138509420788715,-0.0997097664688715,0.361711149553987,0.252827342209718,"Large bamboo rat"
"Hedgehog dicipivirus 2","Rhizomys.sumatrensis",0.152131438282173,-0.085913736204218,0.37374521375973,0.208667621664108,"Large bamboo rat"
"Lucheng Rn rat coronavirus","Rhizomys.sumatrensis",-0.0285642038960752,-0.261781190562114,0.207804570015448,0.814418261711489,"Large bamboo rat"
"Lupine bocavirus isolate South Douro","Rhizomys.sumatrensis",0.422934162112263,0.208700490711871,0.598436443190919,0.000264736266652297,"Large bamboo rat"
"Marmot kobuvirus","Rhizomys.sumatrensis",0.235457128475439,0.000511400722007228,0.445768428584455,0.0497406526266692,"Large bamboo rat"
"Myocastor coypus polyomavirus 1","Rhizomys.sumatrensis",-0.0545279445983153,-0.285839603347491,0.182788076801016,0.653912973452032,"Large bamboo rat"
"Raccoon dog amdovirus","Rhizomys.sumatrensis",0.0456668274530558,-0.191360592516728,0.277661398457776,0.707368584720687,"Large bamboo rat"
"Rodent papillomavirus","Rhizomys.sumatrensis",-0.0636733454318528,-0.294244996442525,0.173902533255501,0.600508675413286,"Large bamboo rat"
"Skunk adenovirus PB1","Rhizomys.sumatrensis",-0.13912876029077,-0.362259909829252,0.0990844964952768,0.250691111352018,"Large bamboo rat"
"SARS-CoV-2","Rhizomys.sumatrensis",-0.0479833034887669,-0.279802598482553,0.189123048359035,0.693244439898709,"Large bamboo rat"
"Human adenovirus type 1","Anser.albifrons",NA,NA,NA,NA,"White-fronted goose"
"Human astrovirus","Anser.albifrons",NA,NA,NA,NA,"White-fronted goose"
"Human herpesvirus 1","Anser.albifrons",-0.114441064217127,-0.340265126245347,0.123863737212524,0.345503655635244,"White-fronted goose"
"Human herpesvirus 4","Anser.albifrons",-0.10787762737114,-0.334375745531838,0.130401878482616,0.374048468819278,"White-fronted goose"
"Human orthopneumovirus B","Anser.albifrons",NA,NA,NA,NA,"White-fronted goose"
"Human papillomavirus 1","Anser.albifrons",NA,NA,NA,NA,"White-fronted goose"
"Human papillomavirus type 41","Anser.albifrons",0.174823877241409,-0.0627269074165602,0.393628025869614,0.147751706566943,"White-fronted goose"
"Influenza A virus H3N2","Anser.albifrons",NA,NA,NA,NA,"White-fronted goose"
"Influenza A virus H5N1","Anser.albifrons",-0.0757931464576299,-0.305329427970315,0.162067198079674,0.532883089716795,"White-fronted goose"
"Influenza A virus H7N9, segment 1","Anser.albifrons",-0.0908051761007934,-0.318973309738686,0.147312021157906,0.454702909949523,"White-fronted goose"
"Influenza A virus H7N9, segment 2","Anser.albifrons",-0.105998166395424,-0.332686038304962,0.13227028689698,0.38247778529551,"White-fronted goose"
"Influenza A virus H7N9, segment 3","Anser.albifrons",-0.0757931464576299,-0.305329427970315,0.162067198079674,0.532883089716795,"White-fronted goose"
"Influenza A virus H7N9, segment 5","Anser.albifrons",-0.10778642055704,-0.334293780725257,0.130492588025193,0.374454915132414,"White-fronted goose"
"Influenza A virus H9N2 (HA)","Anser.albifrons",-0.0757931464576299,-0.305329427970315,0.162067198079674,0.532883089716795,"White-fronted goose"
"Influenza A virus H9N2 segment 5","Anser.albifrons",0.26271951087537,0.0295709721503181,0.468756155646711,0.028002923122176,"White-fronted goose"
"Parvovirus NIH-CQV","Anser.albifrons",NA,NA,NA,NA,"White-fronted goose"
"Bamboo rat circovirus","Anser.albifrons",-0.0403481367224732,-0.272736408876172,0.196488748387805,0.740166005706825,"White-fronted goose"
"Bamboo rat coronavirus","Anser.albifrons",-0.0794139361564197,-0.308628877553302,0.158518066225563,0.513437524209107,"White-fronted goose"
"Betacoronavirus HKU24","Anser.albifrons",-0.0757931464576299,-0.305329427970315,0.162067198079674,0.532883089716795,"White-fronted goose"
"Cadicivirus B","Anser.albifrons",-0.233407382383608,-0.444028790952244,0.00165754689875865,0.051821267697244,"White-fronted goose"
"Canine coronavirus HeB-G1","Anser.albifrons",-0.0696053340003673,-0.299677988727729,0.168118337940446,0.566936305726219,"White-fronted goose"
"Canine coronavirus SD-F3","Anser.albifrons",-0.0158332757696342,-0.249877650506286,0.21995908353834,0.89649238724587,"White-fronted goose"
"Canine kobuvirus JX-MO1","Anser.albifrons",-0.23872810003406,-0.448541244651963,-0.00397717776238551,0.0465626383518601,"White-fronted goose"
"Canine kobuvirus SMCD-59","Anser.albifrons",-0.274291999265754,-0.478430462748507,-0.0420266585362556,0.021571315372974,"White-fronted goose"
"Canine parvovirus","Anser.albifrons",-0.220943346257638,-0.433416157807464,0.0147989783817151,0.066055439801501,"White-fronted goose"
"Civet astrovirus","Anser.albifrons",0.139591632059349,-0.0986170696470885,0.362669932277607,0.249102636969516,"White-fronted goose"
"Civet kobuvirus","Anser.albifrons",-0.0188360520200442,-0.25269166470174,0.21709884542393,0.877002778583799,"White-fronted goose"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Anser.albifrons",-0.0525697913296108,-0.28403525745664,0.184685565300247,0.665588752633379,"White-fronted goose"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Anser.albifrons",-0.0740579366080196,-0.303746259661376,0.163765888480096,0.542329460582384,"White-fronted goose"
"European hedgehog papillomavirus","Anser.albifrons",-0.236216563839786,-0.44641256501528,-0.00131556212714504,0.0489873847998423,"White-fronted goose"
"Hedgehog bocavirus","Anser.albifrons",-0.338098561280991,-0.530895888918024,-0.112024235389329,0.00420153545129878,"White-fronted goose"
"Hedgehog chapparvovirus 6","Anser.albifrons",-0.25022836097787,-0.458258105516957,-0.0162072815040535,0.0366872968272808,"White-fronted goose"
"Hedgehog dicipivirus 2","Anser.albifrons",-0.239822220592165,-0.449467834594175,-0.0051377196600928,0.0455376622132582,"White-fronted goose"
"Lucheng Rn rat coronavirus","Anser.albifrons",0.0331113438399028,-0.203445546356267,0.266015682198883,0.785532919332741,"White-fronted goose"
"Lupine bocavirus isolate South Douro","Anser.albifrons",-0.238780768832074,-0.448585859193119,-0.00403302946832008,0.0465128667917729,"White-fronted goose"
"Marmot kobuvirus","Anser.albifrons",-0.17692071577234,-0.395454973408948,0.0605713648714598,0.142877850294878,"White-fronted goose"
"Myocastor coypus polyomavirus 1","Anser.albifrons",-0.167589631855332,-0.387311627683409,0.0701467118957647,0.165521551099604,"White-fronted goose"
"Raccoon dog amdovirus","Anser.albifrons",-0.248402738829855,-0.456718904460383,-0.0142611124936427,0.0381270837275822,"White-fronted goose"
"Rodent papillomavirus","Anser.albifrons",-0.126030941404067,-0.350621654395379,0.112267777919477,0.29851800727441,"White-fronted goose"
"Skunk adenovirus PB1","Anser.albifrons",-0.310209634874028,-0.508144398764597,-0.0811507922803981,0.0089624688929552,"White-fronted goose"
"SARS-CoV-2","Anser.albifrons",-0.179781959226413,-0.397945150162279,0.0576264389118591,0.136423162233347,"White-fronted goose"
"Human adenovirus type 1","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Human astrovirus","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Human herpesvirus 1","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Human herpesvirus 4","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Human orthopneumovirus B","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Human papillomavirus 1","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Human papillomavirus type 41","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Influenza A virus H3N2","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Influenza A virus H5N1","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Influenza A virus H7N9, segment 1","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Influenza A virus H7N9, segment 2","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Influenza A virus H7N9, segment 3","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Influenza A virus H7N9, segment 5","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Influenza A virus H9N2 (HA)","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Influenza A virus H9N2 segment 5","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Parvovirus NIH-CQV","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Bamboo rat circovirus","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Bamboo rat coronavirus","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Betacoronavirus HKU24","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Cadicivirus B","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Canine coronavirus HeB-G1","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Canine coronavirus SD-F3","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Canine kobuvirus JX-MO1","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Canine kobuvirus SMCD-59","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Canine parvovirus","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Civet astrovirus","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Civet kobuvirus","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"European hedgehog papillomavirus","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Hedgehog bocavirus","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Hedgehog chapparvovirus 6","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Hedgehog dicipivirus 2","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Lucheng Rn rat coronavirus","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Lupine bocavirus isolate South Douro","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Marmot kobuvirus","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Myocastor coypus polyomavirus 1","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Raccoon dog amdovirus","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Rodent papillomavirus","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Skunk adenovirus PB1","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"SARS-CoV-2","Jaydia.lineata",NA,NA,NA,NA,"Indian perch"
"Human adenovirus type 1","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Human astrovirus","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Human herpesvirus 1","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Human herpesvirus 4","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Human orthopneumovirus B","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Human papillomavirus 1","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Human papillomavirus type 41","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Influenza A virus H3N2","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Influenza A virus H5N1","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Influenza A virus H7N9, segment 1","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Influenza A virus H7N9, segment 2","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Influenza A virus H7N9, segment 3","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Influenza A virus H7N9, segment 5","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Influenza A virus H9N2 (HA)","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Influenza A virus H9N2 segment 5","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Parvovirus NIH-CQV","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Bamboo rat circovirus","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Bamboo rat coronavirus","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Betacoronavirus HKU24","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Cadicivirus B","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Canine coronavirus HeB-G1","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Canine coronavirus SD-F3","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Canine kobuvirus JX-MO1","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Canine kobuvirus SMCD-59","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Canine parvovirus","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Civet astrovirus","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Civet kobuvirus","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"European hedgehog papillomavirus","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Hedgehog bocavirus","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Hedgehog chapparvovirus 6","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Hedgehog dicipivirus 2","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Lucheng Rn rat coronavirus","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Lupine bocavirus isolate South Douro","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Marmot kobuvirus","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Myocastor coypus polyomavirus 1","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Raccoon dog amdovirus","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Rodent papillomavirus","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Skunk adenovirus PB1","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"SARS-CoV-2","Trichiurus.haumela",NA,NA,NA,NA,"Largehead hairtail"
"Human adenovirus type 1","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Human astrovirus","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Human herpesvirus 1","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Human herpesvirus 4","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Human orthopneumovirus B","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Human papillomavirus 1","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Human papillomavirus type 41","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Influenza A virus H3N2","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Influenza A virus H5N1","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Influenza A virus H7N9, segment 1","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Influenza A virus H7N9, segment 2","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Influenza A virus H7N9, segment 3","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Influenza A virus H7N9, segment 5","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Influenza A virus H9N2 (HA)","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Influenza A virus H9N2 segment 5","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Parvovirus NIH-CQV","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Bamboo rat circovirus","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Bamboo rat coronavirus","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
"Betacoronavirus HKU24","Benthosema.pterotum",NA,NA,NA,NA,"Skinnycheek lanternfish"
