address,keep,Virus_full_name,Virus_simpler_name,Virus_shorter,Host_general,read_count,Reference,Sample.ID,Lab.code,nDetect,viral_length,covered_bases,Sampling.date
West|9|35-37,1,"OM451183.1 MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds",Civet kobuvirus,Civet kobuvirus,Mammal,2,OM451183.1,Env_0539,HJ200024-20200112-1,1,8146,86,2020-01-12
West|9|35-37,1,"OM451183.1 MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds",Civet kobuvirus,Civet kobuvirus,Mammal,1,OM451183.1,Env_0541,HJ200026-20200112-1,1,8146,43,2020-01-12
West|9|35-37,1,"OM451183.1 MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds",Civet kobuvirus,Civet kobuvirus,Mammal,1,OM451183.1,Env_0544,HJ200029-20200112-1,1,8146,43,2020-01-12
West|8|36-38,1,"OM451183.1 MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds",Civet kobuvirus,Civet kobuvirus,Mammal,2,OM451183.1,Env_0561,HJ200046-20200112-1,1,8146,86,2020-01-12
West|8|36-38,1,"OM451183.1 MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds",Civet kobuvirus,Civet kobuvirus,Mammal,1,OM451183.1,Env_0564,HJ200049-20200112-1,1,8146,43,2020-01-12
West|6|29-31-33,1,"OM451183.1 MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds",Civet kobuvirus,Civet kobuvirus,Mammal,1,OM451183.1,Env_0578,HJ200063-20200112-1,1,8146,43,2020-01-12
West|6|29-31-33,1,"OM451183.1 MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds",Civet kobuvirus,Civet kobuvirus,Mammal,90,OM451183.1,Env_0576,Q61,1,8146,2116,2020-01-12
West|6|29-31-33,1,"OM451183.1 MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds",Civet kobuvirus,Civet kobuvirus,Mammal,1,OM451183.1,Env_0579,Q64,1,8146,43,2020-01-12
West|9|34-36,1,"OM451213.1 MAG: Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1 ORF1ab, spike protein, hypothetical protein, envelop protein, membrane protein, and nucleocapsid protein genes, complete cds",Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1,Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1,Mammal,15,OM451213.1,Env_0523,HJ200008-20200112-1,1,29920,521,2020-01-12
West|9|35-37,1,"OM451213.1 MAG: Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1 ORF1ab, spike protein, hypothetical protein, envelop protein, membrane protein, and nucleocapsid protein genes, complete cds",Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1,Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1,Mammal,2,OM451213.1,Env_0536,HJ200021-20200112-1,1,29920,86,2020-01-12
West|6|29-31-33,1,"OM451213.1 MAG: Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1 ORF1ab, spike protein, hypothetical protein, envelop protein, membrane protein, and nucleocapsid protein genes, complete cds",Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1,Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1,Mammal,1,OM451213.1,Env_0576,Q61,1,29920,43,2020-01-12
West|6|29-31-33,1,"OM451213.1 MAG: Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1 ORF1ab, spike protein, hypothetical protein, envelop protein, membrane protein, and nucleocapsid protein genes, complete cds",Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1,Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1,Mammal,32,OM451213.1,Env_0584,Q69,1,29920,1175,2020-01-12
West|9|34-36,1,"OM451212.1 MAG: Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3 ORF1ab, spike protein, and hypothetical protein genes, complete cds; envelop protein and membrane protein genes, partial cds; and nucleocapsid protein gene, complete cds",Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3,Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3,Mammal,8,OM451212.1,Env_0523,HJ200008-20200112-1,1,29858,341,2020-01-12
West|9|35-37,1,"OM451212.1 MAG: Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3 ORF1ab, spike protein, and hypothetical protein genes, complete cds; envelop protein and membrane protein genes, partial cds; and nucleocapsid protein gene, complete cds",Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3,Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3,Mammal,2,OM451212.1,Env_0536,HJ200021-20200112-1,1,29858,86,2020-01-12
West|8|25,1,"OM451212.1 MAG: Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3 ORF1ab, spike protein, and hypothetical protein genes, complete cds; envelop protein and membrane protein genes, partial cds; and nucleocapsid protein gene, complete cds",Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3,Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3,Mammal,1,OM451212.1,Env_0548,HJ200033-20200112-1,1,29858,43,2020-01-12
West|6|29-31-33,1,"OM451212.1 MAG: Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3 ORF1ab, spike protein, and hypothetical protein genes, complete cds; envelop protein and membrane protein genes, partial cds; and nucleocapsid protein gene, complete cds",Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3,Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3,Mammal,1,OM451212.1,Env_0583,Q68,1,29858,43,2020-01-12
West|6|29-31-33,1,"OM451212.1 MAG: Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3 ORF1ab, spike protein, and hypothetical protein genes, complete cds; envelop protein and membrane protein genes, partial cds; and nucleocapsid protein gene, complete cds",Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3,Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3,Mammal,36,OM451212.1,Env_0584,Q69,1,29858,1133,2020-01-12
West|9|34-36,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,1,NC_011765.1,Env_0518,HJ200003-20200112-1,1,8256,43,2020-01-12
West|9|38,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,1,NC_011765.1,Env_0530,HJ200015-20200112-1,1,8256,43,2020-01-12
West|9|38,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,3,NC_011765.1,Env_0535,HJ200020-20200112-1,1,8256,86,2020-01-12
West|9|35-37,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,1,NC_011765.1,Env_0536,HJ200021-20200112-1,1,8256,43,2020-01-12
West|9|35-37,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,1,NC_011765.1,Env_0538,HJ200023-20200112-1,1,8256,43,2020-01-12
West|9|35-37,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,1,NC_011765.1,Env_0540,HJ200025-20200112-1,1,8256,43,2020-01-12
West|9|35-37,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,1,NC_011765.1,Env_0541,HJ200026-20200112-1,1,8256,43,2020-01-12
West|8|25,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,17,NC_011765.1,Env_0546,HJ200031-20200112-1,1,8256,631,2020-01-12
West|8|25,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,3,NC_011765.1,Env_0548,HJ200033-20200112-1,1,8256,129,2020-01-12
West|8|25,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,3,NC_011765.1,Env_0550,HJ200035-20200112-1,1,8256,98,2020-01-12
West|8|25,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,4,NC_011765.1,Env_0553,HJ200038-20200112-1,1,8256,172,2020-01-12
West|8|25,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,3,NC_011765.1,Env_0554,HJ200039-20200112-1,1,8256,129,2020-01-12
West|8|25,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,10,NC_011765.1,Env_0555,HJ200040-20200112-1,1,8256,344,2020-01-12
West|8|37,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,2,NC_011765.1,Env_0568,HJ200053-20200112-1,1,8256,43,2020-01-12
West|6|29-31-33,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,1,NC_011765.1,Env_0578,HJ200063-20200112-1,1,8256,43,2020-01-12
West|6|29-31-33,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,3,NC_011765.1,Env_0580,HJ200065-20200112-1,1,8256,84,2020-01-12
West|8|25,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,3,NC_011765.1,Env_0552,Q37,1,8256,129,2020-01-12
West|6|29-31-33,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,4,NC_011765.1,Env_0579,Q64,1,8256,129,2020-01-12
West|8|25,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,14,NC_011765.1,Env_0806,W-8-25-D1,1,8256,453,2020-02-15
West|8|25,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,37,NC_011765.1,Env_0807,W-8-25-D2,1,8256,1021,2020-02-15
West|8|25,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,1,NC_011765.1,Env_0808,W-8-25-L,1,8256,43,2020-02-15
West|8|25,1,"NC_011765.1 European hedgehog papillomavirus, complete genome",European hedgehog papillomavirus,European hedgehog papillomavirus,Mammal,43,NC_011765.1,Env_0809,W-8-25-L2,1,8256,1156,2020-02-15
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0716,8-25-CK,1,5373,106,2020-02-03
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0720,8-25-M2,1,5373,117,2020-02-03
East|10|SwO,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0813,EWS-2#-2,1,5373,43,2020-02-15
West|9|34-36,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0516,HJ200001-20200112-1,1,5373,43,2020-01-12
West|9|34-36,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0517,HJ200002-20200112-1,1,5373,43,2020-01-12
West|9|34-36,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,2,OM451141.1,Env_0518,HJ200003-20200112-1,1,5373,86,2020-01-12
West|9|34-36,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,2,OM451141.1,Env_0519,HJ200004-20200112-1,1,5373,86,2020-01-12
West|9|34-36,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,12,OM451141.1,Env_0520,HJ200005-20200112-1,1,5373,406,2020-01-12
West|9|34-36,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,7,OM451141.1,Env_0522,HJ200007-20200112-1,1,5373,279,2020-01-12
West|9|34-36,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,3,OM451141.1,Env_0524,HJ200009-20200112-1,1,5373,86,2020-01-12
West|9|34-36,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,5,OM451141.1,Env_0525,HJ200010-20200112-1,1,5373,172,2020-01-12
West|9|38,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0529,HJ200014-20200112-1,1,5373,43,2020-01-12
West|9|38,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0530,HJ200015-20200112-1,1,5373,43,2020-01-12
West|9|38,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0533,HJ200018-20200112-1,1,5373,43,2020-01-12
West|9|35-37,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0536,HJ200021-20200112-1,1,5373,43,2020-01-12
West|9|35-37,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0537,HJ200022-20200112-1,1,5373,43,2020-01-12
West|9|35-37,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0538,HJ200023-20200112-1,1,5373,43,2020-01-12
West|9|35-37,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,4,OM451141.1,Env_0540,HJ200025-20200112-1,1,5373,86,2020-01-12
West|9|35-37,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,17,OM451141.1,Env_0541,HJ200026-20200112-1,1,5373,558,2020-01-12
West|9|35-37,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0542,HJ200027-20200112-1,1,5373,43,2020-01-12
West|9|35-37,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,3,OM451141.1,Env_0545,HJ200030-20200112-1,1,5373,129,2020-01-12
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,53,OM451141.1,Env_0546,HJ200031-20200112-1,1,5373,1628,2020-01-12
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,2,OM451141.1,Env_0547,HJ200032-20200112-1,1,5373,43,2020-01-12
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,3,OM451141.1,Env_0548,HJ200033-20200112-1,1,5373,129,2020-01-12
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,4,OM451141.1,Env_0549,HJ200034-20200112-1,1,5373,86,2020-01-12
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,11,OM451141.1,Env_0550,HJ200035-20200112-1,1,5373,336,2020-01-12
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,4,OM451141.1,Env_0553,HJ200038-20200112-1,1,5373,129,2020-01-12
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0554,HJ200039-20200112-1,1,5373,43,2020-01-12
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0555,HJ200040-20200112-1,1,5373,43,2020-01-12
West|8|36-38,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0560,HJ200045-20200112-1,1,5373,43,2020-01-12
West|8|37,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0574,HJ200059-20200112-1,1,5373,43,2020-01-12
West|6|29-31-33,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0580,HJ200065-20200112-1,1,5373,43,2020-01-12
West|6|29-31-33,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0581,HJ200066-20200112-1,1,5373,43,2020-01-12
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,5,OM451141.1,Env_0552,Q37,1,5373,215,2020-01-12
West|6|29-31-33,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,4,OM451141.1,Env_0576,Q61,1,5373,172,2020-01-12
West|6|29-31-33,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,190,OM451141.1,Env_0579,Q64,1,5373,3683,2020-01-12
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,36,OM451141.1,Env_0806,W-8-25-D1,1,5373,1117,2020-02-15
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,7,OM451141.1,Env_0807,W-8-25-D2,1,5373,226,2020-02-15
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,5,OM451141.1,Env_0808,W-8-25-L,1,5373,172,2020-02-15
West|8|25,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,197,OM451141.1,Env_0809,W-8-25-L2,1,5373,1458,2020-02-15
West|1|Sw1,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0829,w-zong-1,1,5373,43,2020-02-15
West|1|SwO,1,"OM451141.1 MAG: Hedgehog bocavirus isolate HeN-F1 nonstructural protein 1, NP1, and structural protein 3 genes, complete cds",Hedgehog bocavirus,Hedgehog bocavirus,Mammal,1,OM451141.1,Env_0816,WWS-1#,1,5373,43,2020-02-15
West|8|25,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,1,OM451162.1,Env_0720,8-25-M2,1,4461,186,2020-02-03
West|9|34-36,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,1,OM451162.1,Env_0520,HJ200005-20200112-1,1,4461,43,2020-01-12
West|9|38,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,1,OM451162.1,Env_0526,HJ200011-20200112-1,1,4461,43,2020-01-12
West|9|38,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,292,OM451162.1,Env_0530,HJ200015-20200112-1,1,4461,3530,2020-01-12
West|9|38,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,1,OM451162.1,Env_0533,HJ200018-20200112-1,1,4461,43,2020-01-12
West|9|38,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,1,OM451162.1,Env_0535,HJ200020-20200112-1,1,4461,43,2020-01-12
West|9|35-37,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,3,OM451162.1,Env_0541,HJ200026-20200112-1,1,4461,129,2020-01-12
West|9|35-37,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,1,OM451162.1,Env_0542,HJ200027-20200112-1,1,4461,43,2020-01-12
West|9|35-37,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,1,OM451162.1,Env_0545,HJ200030-20200112-1,1,4461,43,2020-01-12
West|8|25,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,9,OM451162.1,Env_0546,HJ200031-20200112-1,1,4461,281,2020-01-12
West|8|25,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,3,OM451162.1,Env_0548,HJ200033-20200112-1,1,4461,86,2020-01-12
West|8|25,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,2,OM451162.1,Env_0549,HJ200034-20200112-1,1,4461,86,2020-01-12
West|8|25,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,96,OM451162.1,Env_0550,HJ200035-20200112-1,1,4461,2127,2020-01-12
West|8|25,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,1,OM451162.1,Env_0555,HJ200040-20200112-1,1,4461,43,2020-01-12
West|8|36-38,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,1,OM451162.1,Env_0564,HJ200049-20200112-1,1,4461,43,2020-01-12
West|6|29-31-33,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,4,OM451162.1,Env_0580,HJ200065-20200112-1,1,4461,170,2020-01-12
West|6|29-31-33,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,18,OM451162.1,Env_0579,Q64,1,4461,638,2020-01-12
West|6|29-31-33,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,4,OM451162.1,Env_0584,Q69,1,4461,172,2020-01-12
West|8|25,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,1,OM451162.1,Env_0806,W-8-25-D1,1,4461,43,2020-02-15
West|8|25,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,8,OM451162.1,Env_0807,W-8-25-D2,1,4461,302,2020-02-15
West|8|25,1,OM451162.1 MAG: Hedgehog chapparvovirus 6 isolate HeN-F2 genomic sequence,Hedgehog chapparvovirus 6,Hedgehog chapparvovirus 6,Mammal,1,OM451162.1,Env_0808,W-8-25-L,1,4461,43,2020-02-15
